Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1536.28,kWh,2027.8896,7/31/2013 0:00,10/25/2013 0:00,CoM,629.37,906.91
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,127.14,kWh,168.84192,6/19/2013 0:00,7/18/2013 0:00,CoM,41.85,85.29
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,132.06,kWh,174.3192,7/19/2013 0:00,8/19/2013 0:00,CoM,40.28,91.78
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,129.23,kWh,170.5836,8/20/2013 0:00,9/18/2013 0:00,CoM,42.73,86.5
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,127.96,kWh,168.9072,9/19/2013 0:00,10/18/2013 0:00,CoM,39.51,88.45
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,135.63,kWh,179.0316,10/19/2013 0:00,11/19/2013 0:00,CoM,35.44,100.19
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,117.49,kWh,155.0868,11/20/2013 0:00,12/17/2013 0:00,CoM,31.94,85.55
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,166.99,kWh,221.76272,6/19/2013 0:00,7/18/2013 0:00,CoM,53.02,113.97
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,175.54,kWh,231.7128,7/19/2013 0:00,8/19/2013 0:00,CoM,52.29,123.25
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,152.74,kWh,201.6168,11/20/2013 0:00,12/17/2013 0:00,CoM,47.1,105.64
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,175.92,kWh,232.2144,10/19/2013 0:00,11/19/2013 0:00,CoM,52.19,123.73
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,164.48,kWh,217.1136,9/19/2013 0:00,10/18/2013 0:00,CoM,52.34,112.14
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,165.56,kWh,218.5392,8/20/2013 0:00,9/18/2013 0:00,CoM,52.47,113.09
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5965.32,kWh,7874.2224,7/1/2013 0:00,9/29/2013 0:00,CoM,1928.26,4037.06
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,5791.33,kWh,7644.5556,9/30/2013 0:00,12/29/2013 0:00,CoM,1781.52,4009.81
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,711.29,kWh,952.8124711,4/4/2013 0:00,7/2/2013 0:00,CoM,239.17,472.12
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,981.06,kWh,1294.9992,7/3/2013 0:00,9/30/2013 0:00,CoM,346.46,634.6
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,425.28,kWh,561.3696,7/3/2013 0:00,9/30/2013 0:00,CoM,137,288.28
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,423.15,kWh,566.8329333,4/4/2013 0:00,7/2/2013 0:00,CoM,137.05,286.1
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,511.77,kWh,685.5443467,4/4/2013 0:00,7/2/2013 0:00,CoM,256.5,255.27
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,519.91,kWh,686.2812,7/3/2013 0:00,9/30/2013 0:00,CoM,261.09,258.82
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1442.7,kWh,1904.364,9/21/2013 0:00,10/22/2013 0:00,CoM,367.59,1075.11
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1367.74,kWh,1805.4168,7/23/2013 0:00,8/21/2013 0:00,CoM,426.8,940.94
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1571.79,kWh,2084.586488,6/21/2013 0:00,7/22/2013 0:00,CoM,473.63,1098.16
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1256.32,kWh,1658.3424,10/23/2013 0:00,11/21/2013 0:00,CoM,298.66,957.66
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1081.11,kWh,1427.0652,11/22/2013 0:00,12/19/2013 0:00,CoM,225.72,855.39
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1378.01,kWh,1818.9732,8/22/2013 0:00,9/20/2013 0:00,CoM,421.53,956.48
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,670.93,kWh,885.6276,10/23/2013 0:00,11/21/2013 0:00,CoM,167.94,502.99
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,704.98,kWh,930.5736,11/22/2013 0:00,12/19/2013 0:00,CoM,149.73,555.25
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,666.22,kWh,879.4104,8/22/2013 0:00,9/20/2013 0:00,CoM,208.52,457.7
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,1122.33,kWh,1488.490163,6/21/2013 0:00,7/22/2013 0:00,CoM,372.66,749.67
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,397.86,kWh,525.1752,7/23/2013 0:00,8/21/2013 0:00,CoM,134.28,263.58
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,873.39,kWh,1152.8748,9/21/2013 0:00,10/22/2013 0:00,CoM,238.34,635.05
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,315.88,kWh,416.9616,8/8/2013 0:00,10/29/2013 0:00,CoM,191.12,124.76
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,6074,kWh,8017.68,7/10/2013 0:00,10/4/2013 0:00,CoM,6074,0
Engineering Services,Street Lighting - Melbourne Network,Electricity,Electricity,0,kWh,0,4/9/2013 0:00,7/9/2013 0:00,CoM,0,0
Engineering Services,Information - Princes Bridge Pillar,Electricity,Electricity,10804,kWh,14261.28,11/5/2013 0:00,2/6/2014 0:00,CoM,3570,7234
Engineering Services,Information - Princes Bridge Pillar,Electricity,Electricity,11100,kWh,14652,2/7/2014 0:00,5/9/2014 0:00,CoM,3894,7206
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,49.78,kWh,65.7096,12/17/2013 0:00,1/17/2014 0:00,CoM,25.54,24.24
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,48.5,kWh,64.02,1/18/2014 0:00,2/18/2014 0:00,CoM,22.06,26.44
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,40.81,kWh,53.8692,2/19/2014 0:00,3/17/2014 0:00,CoM,19.09,21.72
Engineering Services,Pumping Station - Bent Street,Electricity,Electricity,47.22,kWh,62.3304,3/18/2014 0:00,4/16/2014 0:00,CoM,23.36,23.86
Engineering Services,Pumping Station - Dudley Street,Electricity,Electricity,2947,kWh,3890.04,7/9/2013 0:00,10/3/2013 0:00,CoM,2947,0
Engineering Services,Pumping Station - Dudley Street,Electricity,Electricity,5.88,kWh,7.7616,10/4/2013 0:00,1/8/2014 0:00,CoM,5.88,0
Engineering Services,Pumping Station - Dudley Street,Electricity,Electricity,7.28,kWh,9.6096,1/9/2014 0:00,4/6/2014 0:00,CoM,7.28,0
Engineering Services,Pumping Station - Grant Street,Electricity,Electricity,0,kWh,0,1/30/2014 0:00,4/29/2014 0:00,CoM,0,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,13423.22,kWh,17718.6504,12/10/2013 0:00,3/12/2014 0:00,CoM,5268.87,8154.35
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,13664.39,kWh,18036.9948,3/13/2014 0:00,6/12/2014 0:00,CoM,5118.47,8545.92
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4260.92,kWh,5624.4144,12/10/2013 0:00,3/12/2014 0:00,CoM,1922.27,2338.65
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3148.62,kWh,4156.1784,3/13/2014 0:00,6/12/2014 0:00,CoM,1239.08,1909.54
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,12715.1,kWh,16783.932,12/10/2013 0:00,3/12/2014 0:00,CoM,3035.72,9679.38
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,11866.5,kWh,15663.78,3/13/2014 0:00,6/12/2014 0:00,CoM,3835.11,8031.39
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3987.39,kWh,5263.3548,12/10/2013 0:00,3/12/2014 0:00,CoM,857.97,3129.42
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,5481.86,kWh,7236.0552,3/13/2014 0:00,6/12/2014 0:00,CoM,1823.19,3658.67
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2327.14,kWh,3071.8248,12/14/2013 0:00,1/15/2014 0:00,CoM,2327.14,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1642.29,kWh,2167.8228,1/16/2014 0:00,2/14/2014 0:00,CoM,1642.29,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1741.53,kWh,2298.8196,2/15/2014 0:00,3/17/2014 0:00,CoM,1741.53,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1471.91,kWh,1942.9212,3/18/2014 0:00,4/14/2014 0:00,CoM,1471.91,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1578.07,kWh,2083.0524,4/15/2014 0:00,5/15/2014 0:00,CoM,1578.07,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1482.85,kWh,1957.362,5/16/2014 0:00,6/16/2014 0:00,CoM,1482.85,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,698.73,kWh,922.3236,12/14/2013 0:00,1/15/2014 0:00,CoM,115.44,583.29
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,627.52,kWh,828.3264,1/16/2014 0:00,2/14/2014 0:00,CoM,108.18,519.34
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,548.02,kWh,723.3864,2/15/2014 0:00,3/17/2014 0:00,CoM,128.95,419.07
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,908.53,kWh,1199.2596,3/18/2014 0:00,4/14/2014 0:00,CoM,236.89,671.64
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1078.94,kWh,1424.2008,4/15/2014 0:00,5/15/2014 0:00,CoM,330.22,748.72
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1191.89,kWh,1573.2948,5/16/2014 0:00,6/16/2014 0:00,CoM,365.92,825.97
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,610,kWh,805.2,10/29/2013 0:00,2/1/2014 0:00,CoM,300,310
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,684.96,kWh,904.1472,2/2/2014 0:00,4/30/2014 0:00,CoM,325.75,359.21
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1713.88,kWh,2262.3216,12/5/2013 0:00,3/6/2014 0:00,CoM,1713.88,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2139.34,kWh,2823.9288,3/7/2014 0:00,6/6/2014 0:00,CoM,2139.34,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2700.86,kWh,3565.1352,12/7/2013 0:00,3/11/2014 0:00,CoM,2700.86,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2615.18,kWh,3452.0376,3/12/2014 0:00,6/11/2014 0:00,CoM,2615.18,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,13271.43,kWh,17518.2876,12/7/2013 0:00,3/11/2014 0:00,CoM,13271.43,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,16924.2,kWh,22339.944,3/12/2014 0:00,6/11/2014 0:00,CoM,16924.2,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2399.8,kWh,3167.736,12/11/2013 0:00,1/10/2014 0:00,CoM,1174,1225.8
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2686,kWh,3545.52,1/11/2014 0:00,2/9/2014 0:00,CoM,923,1763
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3266.4,kWh,4311.648,2/10/2014 0:00,3/12/2014 0:00,CoM,1579.2,1687.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2354,kWh,3107.28,3/13/2014 0:00,4/9/2014 0:00,CoM,979.6,1374.4
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1809,kWh,2387.88,4/10/2014 0:00,5/10/2014 0:00,CoM,734.2,1074.8
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1551.6,kWh,2048.112,5/11/2014 0:00,6/11/2014 0:00,CoM,592.8,958.8
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4300.81,kWh,5677.0692,12/5/2013 0:00,3/6/2014 0:00,CoM,1906.74,2394.07
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3137.91,kWh,4142.0412,3/7/2014 0:00,6/6/2014 0:00,CoM,1119.1,2018.81
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2591.6,kWh,3420.912,12/5/2013 0:00,3/6/2014 0:00,CoM,453.34,2138.26
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3027.68,kWh,3996.5376,3/7/2014 0:00,6/6/2014 0:00,CoM,865.7,2161.98
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6327.38,kWh,8352.1416,12/5/2013 0:00,3/6/2014 0:00,CoM,1097.88,5229.5
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7982.5,kWh,10536.9,3/7/2014 0:00,6/6/2014 0:00,CoM,2315.87,5666.63
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,209.3,kWh,276.276,10/10/2013 0:00,1/10/2014 0:00,CoM,209.3,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,222,kWh,293.04,1/11/2014 0:00,4/10/2014 0:00,CoM,222,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4739.56,kWh,6256.2192,12/5/2013 0:00,1/10/2014 0:00,CoM,3115.36,1624.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4894.32,kWh,6460.5024,1/11/2014 0:00,2/9/2014 0:00,CoM,3295.84,1598.48
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6470.52,kWh,8541.0864,2/10/2014 0:00,3/17/2014 0:00,CoM,4612.72,1857.8
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,5141.56,kWh,6786.8592,3/18/2014 0:00,4/14/2014 0:00,CoM,3613.36,1528.2
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,5477.76,kWh,7230.6432,4/15/2014 0:00,5/15/2014 0:00,CoM,3926.28,1551.48
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,5716.32,kWh,7545.5424,5/16/2014 0:00,6/16/2014 0:00,CoM,4075.96,1640.36
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2582.47,kWh,3408.8604,12/10/2013 0:00,3/12/2014 0:00,CoM,447.02,2135.45
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3546.53,kWh,4681.4196,3/13/2014 0:00,6/12/2014 0:00,CoM,985,2561.53
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9357.41,kWh,12351.7812,12/11/2013 0:00,3/13/2014 0:00,CoM,1607.69,7749.72
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,11737.09,kWh,15492.9588,3/14/2014 0:00,6/13/2014 0:00,CoM,3362.92,8374.17
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,171.06,kWh,225.7992,12/11/2013 0:00,3/13/2014 0:00,CoM,31.13,139.93
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,224.26,kWh,296.0232,3/14/2014 0:00,6/13/2014 0:00,CoM,66.54,157.72
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6769.46,kWh,8935.6872,12/5/2013 0:00,3/6/2014 0:00,CoM,1716.63,5052.83
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,7787.02,kWh,10278.8664,3/7/2014 0:00,6/6/2014 0:00,CoM,2334.46,5452.56
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2462.13,kWh,3250.0116,12/10/2013 0:00,3/12/2014 0:00,CoM,2462.13,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3121.05,kWh,4119.786,3/13/2014 0:00,6/12/2014 0:00,CoM,3121.05,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9860,kWh,13015.2,12/9/2013 0:00,3/12/2014 0:00,CoM,9860,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10617.37,kWh,14014.9284,3/13/2014 0:00,6/12/2014 0:00,CoM,10617.37,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,8303.39,kWh,10960.4748,12/10/2013 0:00,3/12/2014 0:00,CoM,1489.99,6813.4
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10321.36,kWh,13624.1952,3/13/2014 0:00,6/12/2014 0:00,CoM,2931.66,7389.7
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,47.91,kWh,63.2412,12/20/2013 0:00,3/24/2014 0:00,CoM,47.91,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,45.73,kWh,60.3636,3/25/2014 0:00,6/24/2014 0:00,CoM,45.73,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,12792.25,kWh,16885.77,12/5/2013 0:00,3/6/2014 0:00,CoM,3956.9,8835.35
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,10795.37,kWh,14249.8884,3/7/2014 0:00,6/6/2014 0:00,CoM,3225.91,7569.46
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,6815.28,kWh,8996.1696,12/10/2013 0:00,3/12/2014 0:00,CoM,1729.87,5085.41
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,9545.62,kWh,12600.2184,3/13/2014 0:00,6/12/2014 0:00,CoM,2903.69,6641.93
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,18359.87,kWh,24235.0284,12/10/2013 0:00,3/12/2014 0:00,CoM,3153.98,15205.89
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,26438.66,kWh,34899.0312,3/13/2014 0:00,6/12/2014 0:00,CoM,7428.3,19010.36
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4669.24,kWh,6163.3968,12/11/2013 0:00,3/13/2014 0:00,CoM,4669.24,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,5984.17,kWh,7899.1044,3/14/2014 0:00,6/13/2014 0:00,CoM,5984.17,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3296.42,kWh,4351.2744,12/10/2013 0:00,3/12/2014 0:00,CoM,3296.42,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,2743.12,kWh,3620.9184,3/13/2014 0:00,6/12/2014 0:00,CoM,2743.12,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,739,kWh,975.48,12/6/2013 0:00,3/5/2014 0:00,CoM,172,567
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1080,kWh,1425.6,3/6/2014 0:00,6/10/2014 0:00,CoM,310,770
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,381.4,kWh,503.448,12/19/2013 0:00,1/17/2014 0:00,CoM,81.16,300.24
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,519.09,kWh,685.1988,1/18/2014 0:00,2/19/2014 0:00,CoM,161.6,357.49
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,1015.16,kWh,1340.0112,2/20/2014 0:00,3/25/2014 0:00,CoM,421.6,593.56
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,712.56,kWh,940.5792,3/26/2014 0:00,4/24/2014 0:00,CoM,338.72,373.84
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,762.16,kWh,1006.0512,4/25/2014 0:00,5/26/2014 0:00,CoM,343.16,419
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,729.92,kWh,963.4944,5/27/2014 0:00,6/24/2014 0:00,CoM,353.52,376.4
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,4601,kWh,6073.32,12/4/2013 0:00,1/8/2014 0:00,CoM,4601,0
Engineering Services,Street Lighting - Docklands Network,Electricity,Electricity,3579,kWh,4724.28,1/9/2014 0:00,2/5/2014 0:00,CoM,3579,0
